local;oaci;iata;tipo;denominacion;coordenadas;latitud;longitud;elev;uom_elev;ref;distancia_ref;direccion_ref;condicion;control;region;fir;uso;trafico;sna;concesionado;provincia;inhab
OCA;;;Aeródromo;"MONTES DE OCA";"32°35' 3""S  61°50'30""W";-61.84167000;-32.58417000;19.00;Metros;"Montes de Oca";9.0;OSO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
OEL;;;Aeródromo;"CHOELE CHOEL";"39°17'11""S  65°36'36""W";-65.61000000;-39.28638889;196.00;Metros;"Choele Choel";3.5;E;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"RÍO NEGRO";NO
OGB;;;Aeródromo;"CORONEL BOGADO/AEROFUMIGACIONES DON ALEJANDRO";"33°18'22""S  60°39'22""W";-60.65610000;-33.30609000;52.00;Metros;"Coronel Bogado";11.0;ONO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
OLA;SAZF;OVR;Aeródromo;OLAVARRÍA;"36°53'20""S  60°13'40""W";-60.22777778;-36.88888889;168.00;Metros;Olavarría;11.0;ENE;PUBLICO;AERADIO;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
OLV;;;Aeródromo;OLIVA;"32° 3'37""S  63°32'53""W";-63.54799000;-32.06029000;268.00;Metros;Oliva;2.0;SE;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
OMA;;;Aeródromo;"LOMA LA LATA";"38°24'50""S  68°44'14""W";-68.73715000;-38.41383000;405.00;Metros;Neuquén;80.0;NO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;NEUQUÉN;NO
ORA;SASO;ORA;Aeródromo;ORÁN;"23° 9' 8""S  64°19'44""W";-64.32880000;-23.15221000;357.00;Metros;"San Ramón de la Nueva Orán";2.5;S;PUBLICO;AERADIO;RANO;SACF;;Nacional;NO;NO;SALTA;NO
OSA;SAZR;RSA;Aeródromo;"SANTA ROSA";"36°35'18""S  64°16'33""W";-64.27583333;-36.58833333;192.00;Metros;"Santa Rosa";4.5;NNE;PUBLICO;CONTROL;RACE;SAEF;;Nacional;SI;SI;"LA PAMPA";NO
OVJ;;;Aeródromo;"LAS OVEJAS";"36°59'57""S  70°44'32""W";-70.74222222;-36.99916667;1200.00;Metros;"Las Ovejas";1.5;SE;PUBLICO;NOCONTROL;RACE;SAMF;CIVIL;Nacional;NO;NO;NEUQUÉN;NO
PAL;SADP;EPA;Aeródromo;"EL PALOMAR";"34°36'36""S  58°36'45""W";-58.61250000;-34.61000000;18.00;Metros;"El Palomar";1.5;Lindando;PUBLICO;CONTROL;RACE;SAEF;JOINT;Nacional;SI;NO;"BUENOS AIRES";NO
PAN;;;Aeródromo;"PASCANAS/EL RECUERDO S.R.L.";"33° 6'20""S  63°11'35""W";-63.19298000;-33.10550000;138.00;Metros;Pascanas;14.0;ONO;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;CÓRDOBA;NO
PAR;SAAP;PRA;Aeródromo;"PARANÁ/GRAL. URQUIZA";"31°47'41""S  60°28'49""W";-60.48027778;-31.79472222;74.00;Metros;Paraná;7.5;SE;PUBLICO;CONTROL;RACE;SAEF;;Nacional;SI;SI;"ENTRE RÍOS";NO
PAS;;;Aeródromo;"PASTEUR/LAS LILAS";"35° 6'34""S  62°13' 4""W";-62.21764000;-35.10957000;107.00;Metros;Pasteur;2.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PAT;;;Aeródromo;"CARMEN DE PATAGONES";"40°46'41""S  62°58'49""W";-62.98027778;-40.77805556;40.00;Metros;"Carmen de Patagones";1.5;N;PUBLICO;NOCONTROL;RASU;SAVF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
PBE;;;Aeródromo;POBLET;"35° 5'17""S  57°56'57""W";-57.94917000;-35.08795000;20.00;Metros;Poblet;3.5;SE;PUBLICO;NOCONTROL;RACE;SAEF;ULM;Nacional;NO;NO;"BUENOS AIRES";NO
PBO;;;Aeródromo;POSADAS/BONETTI;"27°36'24""S  55°51'54""W";-55.86498000;-27.60678000;141.00;Metros;"Parada Leis";3.0;O;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;MISIONES;NO
PCA;;;Aeródromo;"PIQUETE CABADO/SAS AEROAPLICACIONES";"24°48'24""S  64°10'52""W";-64.18111111;-24.80666667;457.00;Metros;"Piquete Cabado";1.0;N;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;SALTA;NO
PDA;;;Aeródromo;"JUJUY/PUERTA DE AVALOS";"24°18'53""S  65°14'50""W";-65.24727000;-24.31467000;1190.00;Metros;"San Salvador de Jujuy";14.0;SSE;PUBLICO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;JUJUY;NO
PDP;;;Aeródromo;"PRESIDENCIA ROCA/EA. DON PANOS";"26°17'45""S  59°32' 7""W";-59.53539000;-26.29586000;80.00;Metros;"Presidencia Roca";16.0;SSE;PRIVADO;AERADIO;RANE;SARR;;Nacional;NO;NO;CHACO;NO
PED;;;Aeródromo;"SAN PEDRO";"33°42'12""S  59°43'31""W";-59.72527778;-33.70333333;27.00;Metros;"San Pedro";3.7;SO;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PEH;SAZP;PEH;Aeródromo;"PEHUAJÓ/COM. PEDRO ZANNI";"35°50'40""S  61°51'27""W";-61.85748000;-35.84451000;85.00;Metros;Pehuajó;5.0;SE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PEL;;;Aeródromo;"LA PELADA";"30°57'39""S  60°53'13""W";-60.88698000;-30.96087000;44.00;Metros;"La Pelada";13.0;SE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"SANTA FÉ";NO
PEN;;;Aeródromo;"PERGAMINO/LA NORIA";"33°51'25""S  60°42' 1""W";-60.70038000;-33.85694000;74.00;Metros;Pergamino;11.0;OSO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
PEP;;;Aeródromo;"RICARDONE/PETTILEP II";"32°48'14""S  60°47'56""W";-60.79888889;-32.80388889;55.00;Metros;Ricardone;4.0;SSO;PRIVADO;NOCONTROL;RANO;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
PER;SAAN;;Aeródromo;PERGAMINO;"33°55'13""S  60°38'53""W";-60.64805556;-33.92027778;72.00;Metros;Pergamino;10.0;SO;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PIG;SAZE;;Aeródromo;PIGÜÉ;"37°36'22""S  62°22'55""W";-62.38194444;-37.60611111;312.00;Metros;Pigüé;0.0;Lindando;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PJO;;;Aeródromo;"PEHUAJÓ/LA MARIELA";"35°47'26""S  61°56'31""W";-61.94194444;-35.79055556;86.00;Metros;Pehuajó;4.5;NO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PLC;;;Aeródromo;"PIÑERO/EA. LA CAROLINA";"33° 4'32""S  60°42'54""W";-60.71500000;-33.07559000;30.00;Metros;Piñero;8.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"SANTA FÉ";NO
PLG;;;Aeródromo;PELLEGRINI;"36°16'43""S  63° 8'49""W";-63.14695000;-36.27873000;113.00;Metros;Pellegrini;1.5;SE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PLL;;;Aeródromo;"PUJATO/LA LUCÍA";"33° 0'33""S  61° 3'46""W";-61.06286000;-33.00928000;73.00;Metros;Pujato;1.5;NO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"SANTA FÉ";NO
PLS;;;Aeródromo;"PIRANÉ/EA. LA SALVACIÓN";"25°16'52""S  58°56'16""W";-58.93781000;-25.28100000;98.00;Metros;Pirané;52.0;NNE;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;FORMOSA;NO
PLT;;;Aeródromo;"PUNTA ALTA";"38°50' 3""S  62° 5'14""W";-62.08722222;-38.83416667;3.00;Metros;"Punta Alta";5.5;N;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PNA;;;Aeródromo;"PARANÁ/CLUB DE PLANEADORES";"31°43'51""S  60°13'12""W";-60.22000000;-31.73083333;46.00;Metros;Paraná;29.0;E;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"ENTRE RÍOS";NO
PNR;;;Aeródromo;PINAMAR;"37° 5'47""S  56°58'27""W";-56.97416667;-37.09638889;9.00;Metros;Pinamar;10.0;OSO;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PNT;;;Aeródromo;"GENERAL PINTO";"34°47' 9""S  61°54'51""W";-61.91415000;-34.78595000;97.00;Metros;"General Pinto";4.0;SO;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
POS;SARP;PSS;Aeródromo;"POSADAS/LIBERTADOR GRAL. D. JOSÉ DE SAN MARTÍN";"27°23' 9""S  55°58'14""W";-55.97049000;-27.38573000;131.00;Metros;Posadas;7.5;NO;PUBLICO;CONTROL;RANE;SARR;;Internacional;SI;SI;MISIONES;NO
PRA;;;Aeródromo;"PRESIDENTE ROCA/EA. LA LEONOR";"26° 8'16""S  59°39'50""W";-59.66378000;-26.13774000;87.00;Metros;"Presidencia Roca";7.0;O;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;CHACO;NO
PRC;;;Aeródromo;"HUNTER/FUMIGACIONES FREDY";"34°14'10""S  60°34'55""W";-60.58194444;-34.23611111;53.70;Metros;Hunter;5.0;ONO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
PRI;;;Aeródromo;"CORONEL PRINGLES";"38° 0'24""S  61°19'55""W";-61.33194444;-38.00666667;247.00;Metros;"Coronel Pringles";3.0;SE;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
PSA;;;Aeródromo;"PIGÜÉ/SERVICIOS AERONÁUTICOS";"37°31'23""S  62°27' 8""W";-62.45231389;-37.52304444;247.00;Metros;Pigüé;9.0;NNO;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
PSP;SARS;PRQ;Aeródromo;"PRESIDENCIA ROQUE SAENZ PEÑA/TERMAL";"26°45'20""S  60°29'36""W";-60.49329000;-26.75564000;94.00;Metros;"Presidencia Roque Saenz Peña";6.0;NNO;PUBLICO;AERADIO;RANE;SARR;;Nacional;NO;NO;CHACO;NO
PST;;;Aeródromo;"PUERTO SAN MARTÍN/TERMINAL 6";"32°38'30""S  60°45'12""W";-60.75340000;-32.64155000;0.00;Metros;"Puerto General San Martín";7.0;N;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"SANTA FÉ";NO
PSV;;;Aeródromo;"PRESIDENCIA ROQUE SAENZ PEÑA/ROVERE";"26°46'59""S  60°29'15""W";-60.48741000;-26.78309000;0.00;Metros;"Presidencia Roque Saenz Peña";5.2;O;PRIVADO;NOCONTROL;RANE;SARR;;Nacional;NO;NO;CHACO;NO
PTA;SADL;LPG;Aeródromo;"LA PLATA";"34°58' 9""S  57°53'35""W";-57.89305556;-34.96916667;22.00;Metros;"La Plata";5.0;SE;PUBLICO;AERADIO;RACE;SAEF;CIVIL;Nacional;SI;NO;"BUENOS AIRES";NO
PTL;;;Aeródromo;"LA PLATA/TOLOSA";"34°52'28""S  57°57'41""W";-57.96138889;-34.87444444;6.00;Metros;"La Plata";5.0;N;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
PTM;SAWP;PMQ;Aeródromo;"PERITO MORENO";"46°32'18""S  70°58'44""W";-70.97879000;-46.53844000;430.00;Metros;"Perito Moreno";8.0;NO;PUBLICO;AERADIO;RASU;SAVF;;Nacional;NO;NO;"SANTA CRUZ";NO
PUA;;;Aeródromo;PUAN;"37°32'22""S  62°44' 4""W";-62.73444444;-37.53944444;240.00;Metros;Puan;3.0;N;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
PUP;;;Aeródromo;PUJATO/PETTILEP;"33° 0'28""S  61° 1' 4""W";-61.01765000;-33.00770000;61.00;Metros;Pujato;3.0;E;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
RAE;;;Aeródromo;RIVADAVIA/AEROTEC;"33°12'24""S  68°29'33""W";-68.49242000;-33.20680000;665.00;Metros;Rivadavia;3.0;SO;PRIVADO;NOCONTROL;RANO;SAMF;;Nacional;NO;NO;MENDOZA;NO
RAI;;;Aeródromo;"RANCHOS/LA IGUALDAD";"35°34' 7""S  58°26'25""W";-58.44027778;-35.56861111;18.00;Metros;Ranchos;10.0;SO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
RAU;;;Aeródromo;RAUCH;"36°46'19""S  59° 3'28""W";-59.05772000;-36.77190000;94.00;Metros;Rauch;2.0;NE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
RAW;;;Aeródromo;RAWSON;"43°17'38""S  65° 3'47""W";-65.06319021;-43.29391627;11.00;Metros;Rawson;2.0;E;PUBLICO;NOCONTROL;RASU;SAVF;;Nacional;NO;NO;CHUBUT;NO
RBS;;;Aeródromo;RUFINO/BSG;"34°14'57""S  62°40'27""W";-62.67405000;-34.24928000;120.00;Metros;Rufino;3.4;NE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
RCE;;;Aeródromo;MERCEDES;"29°13'20""S  58° 5'17""W";-58.08805556;-29.22222222;106.00;Metros;Mercedes;4.0;S;PUBLICO;NOCONTROL;RANE;SARR;CIVIL;Nacional;NO;NO;CORRIENTES;NO
RCR;;;Aeródromo;"RÍO TERCERO";"32°10'22""S  64° 5'18""W";-64.08833333;-32.17277778;380.00;Metros;"Río Tercero";1.5;E;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
RCV;;;Aeródromo;"RÍO COLORADO/VALE";"37° 3'56""S  69°23'44""W";-69.39555556;-37.06555556;930.00;Metros;"Rincón de los Sauces";56.0;NO;PRIVADO;NOCONTROL;RANO;SAMF;CIVIL;Nacional;NO;NO;MENDOZA;NO
RDJ;;;Aeródromo;"RICARDONE/DON JOSÉ";"32°49'40""S  60°46'54""W";-60.78168000;-32.82771000;25.00;Metros;Ricardone;8.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"SANTA FÉ";NO
RES;;;Aeródromo;RESISTENCIA/AEROCLUB;"27°37'52""S  59°10'47""W";-59.17972222;-27.63111111;50.00;Metros;Resistencia;30.0;SSE;PUBLICO;AERADIO;RANE;SARR;;Nacional;NO;NO;CHACO;NO
RGR;;;Aeródromo;"RÍO GALLEGOS/RÍO CHICO";"51°40' 7""S  69°15'37""W";-69.26027778;-51.66861111;21.00;Metros;"Río Chico";5.0;SO;PRIVADO;NOCONTROL;RASU;SAVF;;Nacional;NO;NO;"SANTA CRUZ";NO
RIE;;;Aeródromo;"RÍO CUARTO/ESTINDHER";"33° 5'34""S  64°25'45""W";-64.42926000;-33.09288000;0.00;Metros;"Río Cuarto";9.0;NO;PRIVADO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;CÓRDOBA;NO
RIN;SAHS;RDS;Aeródromo;"RINCÓN DE LOS SAUCES";"37°23'25""S  68°54'16""W";-68.90444444;-37.39027778;600.00;Metros;"Rincón de los Sauces";0.0;N;PRIVADO;NOCONTROL;RACE;SAMF;;Nacional;NO;NO;NEUQUÉN;NO
RJA;;;Aeródromo;ROJAS;"34°12'55""S  60°40'24""W";-60.67325000;-34.21534000;6.00;Metros;Rojas;6.0;SE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
RLA;SAFR;;Aeródromo;RAFAELA;"31°16'57""S  61°30' 6""W";-61.50166667;-31.28250000;99.00;Metros;Rafaela;3.5;S;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;"SANTA FÉ";NO
RLC;;;Aeródromo;REALICÓ;"35° 3'32""S  64°12'46""W";-64.21277000;-35.05892000;165.00;Metros;Realicó;6.0;ESE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"LA PAMPA";NO
RMY;SAWM;ROY;Aeródromo;"RÍO MAYO";"45°42'14""S  70°14'40""W";-70.24444444;-45.70388889;544.00;Metros;"Río Mayo";3.0;S;PUBLICO;AERADIO;RASU;SAVF;;Nacional;NO;NO;CHUBUT;NO
ROB;;;Aeródromo;ROBERTS/AGROAÉREO;"35° 8' 9""S  61°59'50""W";-61.99718000;-35.13588000;99.00;Metros;Roberts;3.0;ONO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
ROH;;;Aeródromo;"ROBERTS/FUMIGACIONES HERBINSEC";"35° 8'11""S  61°59'25""W";-61.99028000;-35.13652000;102.00;Metros;Roberts;1.8;NO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
ROP;;;Aeródromo;"ROSARIO/PUEBLO ESTHER";"33° 4'54""S  60°33'53""W";-60.56472222;-33.08166667;25.00;Metros;"Pueblo Esther";1.0;SE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"SANTA FÉ";NO
ROS;SAAR;ROS;Aeródromo;"ROSARIO/ISLAS MALVINAS";"32°54'13""S  60°47' 4""W";-60.78444444;-32.90361111;26.00;Metros;Rosario;13.0;ONO;PUBLICO;CONTROL;RACE;SAEF;;Internacional;SI;NO;"SANTA FÉ";NO
ROT;;;Aeródromo;"ROSARIO DEL TALA";"32°19'46""S  59°11'29""W";-59.19146000;-32.32954000;54.00;Metros;"Rosario del Tala";4.0;SO;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"ENTRE RÍOS";NO
RST;;;Aeródromo;"CAÑADA ROSQUIN/STIEFEL";"31°59'41""S  61°36'10""W";-61.60277778;-31.99472222;71.00;Metros;"Cañada Rosquín";6.5;N;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
RTA;SATR;RCQ;Aeródromo;RECONQUISTA;"29°12'37""S  59°40'48""W";-59.68000000;-29.21027778;49.00;Metros;Reconquista;7.0;S;PUBLICO;CONTROL;RANE;SARR;;Nacional;SI;SI;"SANTA FÉ";NO
RUF;;;Aeródromo;RUFINO;"34°16'58""S  62°40' 3""W";-62.66750000;-34.28277778;114.00;Metros;Rufino;5.0;ESE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"SANTA FÉ";NO
RVA;;;Aeródromo;AMÉRICA;"35°30' 7""S  62°59'24""W";-62.99000000;-35.50194444;106.00;Metros;América;1.0;SO;PUBLICO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
RVD;;;Aeródromo;RIVADAVIA;"33°13'42""S  68°28'27""W";-68.47406000;-33.22834000;659.00;Metros;Rivadavia;3.0;S;PUBLICO;NOCONTROL;RANO;SAMF;;Nacional;NO;NO;MENDOZA;NO
RYD;SAOR;VME;Aeródromo;"VILLA REYNOLDS";"33°43'54""S  65°22'33""W";-65.37579000;-33.73178000;485.00;Metros;"Villa Mercedes";9.0;SE;PUBLICO;CONTROL;RANO;SAMF;;Nacional;SI;SI;"SAN LUIS";NO
SAB;;;Aeródromo;SALADILLO/ABELENDA;"35°44'19""S  59°45'43""W";-59.76197000;-35.73851000;39.00;Metros;Saladillo;9.0;SSE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
SAF;;;Aeródromo;SAFORCADA/PARAJON;"34°34'35""S  61° 0'20""W";-61.00568000;-34.57637000;84.00;Metros;Saforcada;6.0;E;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
SAL;SASA;SLA;Aeródromo;"SALTA/GENERAL D. MARTÍN MIGUEL DE GÜEMES";"24°51'35""S  65°29'13""W";-65.48694444;-24.85972222;1246.00;Metros;Salta;6.0;SO;PUBLICO;CONTROL;RANO;SACF;;Internacional;SI;SI;SALTA;NO
SAN;SAVN;OES;Aeródromo;"SAN ANTONIO OESTE/ANTOINE DE SAINT EXUPERY";"40°45' 2""S  65° 2' 7""W";-65.03527778;-40.75055556;26.00;Metros;"San Antonio Oeste";10.0;SO;PUBLICO;AERADIO;RASU;SAVF;;Nacional;NO;NO;"RÍO NEGRO";NO
SBE;;;Aeródromo;"SAN BENITO";"31°48'31""S  60°27' 6""W";-60.45166667;-31.80861111;59.00;Metros;"San Benito";2.8;SSO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"ENTRE RÍOS";NO
SCA;;;Aeródromo;SUNCHALES/AEROCLUB;"30°57'26""S  61°31'44""W";-61.52888889;-30.95722222;91.00;Metros;Sunchales;2.0;ESE;PUBLICO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;"SANTA FÉ";NO
SCF;;;Aeródromo;"SANFORD/CASILDA FUMIGACIONES";"33°10'34""S  61°12'10""W";-61.20267000;-33.17625000;79.00;Metros;Casilda;9.0;SE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
SCL;;;Aeródromo;"SANTA CLARA DE SAGUIER";"31°21'20""S  61°49'47""W";-61.82983000;-31.35548000;105.00;Metros;"Santa Clara de Saguier";2.5;SSO;PRIVADO;NOCONTROL;RANO;SACF;CIVIL;Nacional;NO;NO;"SANTA FÉ";NO
SCT;;;Aeródromo;"SAN CRISTÓBAL";"30°15'51""S  61°13'12""W";-61.22000000;-30.26416667;74.00;Metros;"San Cristóbal";4.0;NNE;PRIVADO;NOCONTROL;RANO;SACF;;Nacional;NO;NO;"SANTA FÉ";NO
SCZ;SAWU;RZA;Aeródromo;"SANTA CRUZ";"50° 1' 4""S  68°34'49""W";-68.58027778;-50.01777778;111.00;Metros;"Puerto Santa Cruz";5.0;O;PUBLICO;AERADIO;RASU;SAVF;;Nacional;NO;NO;"SANTA CRUZ";NO
SDE;SANE;SDE;Aeródromo;"SANTIAGO DEL ESTERO/VCOM. ANGEL DE LA PAZ ARAGONÉS";"27°45'56""S  64°18'36""W";-64.31000000;-27.76555556;200.00;Metros;"Santiago del Estero";6.0;NNO;PUBLICO;CONTROL;RANO;SACF;;Nacional;SI;SI;"SANTIAGO DEL ESTERO";NO
SDL;;;Aeródromo;SALADILLO;"35°36'16""S  59°49' 0""W";-59.81676000;-35.60439000;45.00;Metros;Saladillo;4.0;NE;PUBLICO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
SEN;;;Aeródromo;"CORONEL BRANDSEN";"35°10'54""S  58°17'43""W";-58.29517000;-35.18174000;16.00;Metros;"Coronel Brandsen";5.0;O;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"BUENOS AIRES";NO
SER;;;Aeródromo;"SERODINO/FUMIGACIONES STANDLER";"32°34'47""S  60°54'34""W";-60.90944000;-32.57978000;37.00;Metros;Serodino;5.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
SEZ;;;Aeródromo;"GENERAL PINTO/ALFREDO SANCHEZ";"34°48' 5""S  61°52'10""W";-61.86958000;-34.80139000;100.00;Metros;"General Pinto";6.0;SE;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
SFN;;;Aeródromo;"SELVA NUEVA/FUMIGACIONES NANDO S.H.";"29°46'45""S  62° 1'52""W";-62.03107000;-29.77908000;86.00;Metros;Selva;2.0;SE;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;"SANTIAGO DEL ESTERO";NO
SGE;;;Aeródromo;"SAN GREGORIO";"34°19' 1""S  62° 1' 9""W";-62.01916667;-34.31694444;106.00;Metros;"San Gregorio";2.0;NE;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"SANTA FÉ";NO
SGI;;;Aeródromo;"TRES ARROYOS/SANTAGIULIAN";"38°24'30""S  60°18' 4""W";-60.30111111;-38.40833333;104.00;Metros;"Tres Arroyos";1.5;SSO;PRIVADO;NOCONTROL;RACE;SAEF;AEROAPP;Nacional;NO;NO;"BUENOS AIRES";NO
SGR;SAVS;SGV;Aeródromo;"SIERRA GRANDE";"41°35'29""S  65°20'24""W";-65.33991000;-41.59138000;210.00;Metros;"Sierra Grande";2.5;NE;PUBLICO;AERADIO;RASU;SAVF;;Nacional;NO;NO;"RÍO NEGRO";NO
SGV;;;Aeródromo;"SAN GUILLERMO/VERGNANO";"30°19' 0""S  61°54' 3""W";-61.90083333;-30.31666667;96.00;Metros;"San Guillermo";5.0;NNE;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
SHP;;;Aeródromo;"SAN ANTONIO DE ARECO/HARAS LA POMME";"34°12'40""S  59°23'30""W";-59.39154000;-34.21122000;28.00;Metros;"San Antonio de Areco";6.5;NE;PRIVADO;NOCONTROL;RACE;SAEF;;Nacional;NO;NO;"BUENOS AIRES";NO
SIS;SARE;RES;Aeródromo;RESISTENCIA;"27°26'60""S  59° 3'22""W";-59.05611111;-27.45000000;53.00;Metros;Resistencia;5.0;SO;PUBLICO;CONTROL;RANE;SARR;;Internacional;SI;SI;CHACO;NO
SJA;;;Aeródromo;"SAN JUAN/AEROCLUB";"31°36'11""S  68°32'50""W";-68.54722222;-31.60305556;634.00;Metros;"San Juan";7.0;S;PUBLICO;NOCONTROL;RANO;SAMF;CIVIL;Nacional;NO;NO;"SAN JUAN";NO
SJB;;;Aeródromo;"SAN JORGE/BOCCA";"31°52'16""S  61°57' 4""W";-61.95111111;-31.87111111;105.00;Metros;"San Jorge";9.0;ONO;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;"SANTA FÉ";NO
SJD;;;Aeródromo;"SAN JOSÉ DE LA DORMIDA";"30°16'27""S  63°51'27""W";-63.85751000;-30.27423000;423.00;Metros;"San José de la Dormida";11.0;NE;PRIVADO;NOCONTROL;RANO;SACF;AEROAPP;Nacional;NO;NO;CÓRDOBA;NO
SJR;;;Aeródromo;"SAN JAVIER/AEROCLUB";"30°33'21""S  59°59'26""W";-59.99069000;-30.55586000;23.00;Metros;"San Javier";6.5;ONO;PRIVADO;NOCONTROL;RACE;SAEF;CIVIL;Nacional;NO;NO;"SANTA FÉ";NO
